,지명,도로명�,위도,경도,활동지�,행정동,NUMPOINTS,chr_count,np_scaled,count * 활동지가중치,scaled_cnt*가중치,읍면동scaled,활동지시설최종수요지수
228,SJ타워,경기도 용인시 기흥구 죽전로 39,37.32067712,127.1128803,직장,보정동,11722.52652716845,1,0.7618820362412897,0.7531391276286847,0.464622897525347,0.8131680973685957,1.2777909948939428
26,기흥구청,경기도 용인시 기흥구 관곡로 95 (구갈동),37.2804469,127.1146907,공공기관,구갈동,9010.635,0,0.5856281003686727,0.9869273560311402,0.6088503849879562,0.6659122903867136,1.27476267537467
105,기흥학교 주변,,37.27897365,127.1066696,주차장,신갈동,11994.599,0,0.7795648394429452,0.8431441029876773,0.520148325575621,0.748459564052196,1.268607889627817
55,현대그린프라자,경기도 용인시 수지구 풍덕천로 149,37.32463773,127.0975831,대규모점포,풍덕천1동,15854.113,0,1.0,1.217622950819672,0.7511699800864948,0.5022178073125627,1.2533877873990575
108,신갈학교 주변,경기도 용인시 기흥구 신갈로84번길 15-1,37.27415698,127.1072762,주차장,신갈동,11631.398,0,0.7559593208882592,0.8176133802557853,0.504398037300257,0.748459564052196,1.252857601352453
46,풍덕천1동,경기도 용인시 수지구 수지로342번길 3 (풍덕천동),37.3279561,127.0950264,공공기관,풍덕천1동,11057.638263459425,1,0.718668960710726,1.2111339206731577,0.7471667994281008,0.5022178073125627,1.2493846067406635
22,동천동,경기도 용인시 수지구 신수로783번길 40 (동천동),37.341861,127.0992375,공공기관,동천동,8153.332924237669,1,0.5299094760907153,0.89302777282173,0.5509223145601929,0.6959891915655239,1.2469115061257168
349,용인신촌초등학교,경기도 용인시 수지구 죽전로27번길 14-19,37.32314253,127.1136656,학교,죽전1동,15858.586,0,1.0,0.7668032786885246,0.47305251859368286,0.7701800128480061,1.243232531441689
81,금호어울림 주변,,37.23597526,127.1949762,주차장,중앙동,13353.815,0,0.8679043498182635,0.9386883521190154,0.5790910152391597,0.6566810534337386,1.2357720686728983
520,삼성전자공과대학교,경기도 용인시 기흥구 농서동 산24,37.23016863,127.0803609,학교,서농동,31375.288,0,1.0,0.7668032786885246,0.47305251859368286,0.7588245151758195,1.2318770337695024
87,용인학교 주변,,37.23868637,127.1911339,주차장,역삼동,10070.139,0,0.6544884320603915,0.7078667918882678,0.43669371015769326,0.780984141783772,1.2176778519414653
8,느티나무도서관,경기도 용인시 수지구 수풍로 116번길 22(동천동),37.33401684,127.0960404,공공기관,동천동,7644.043,0,0.4968092017073658,0.8372456710740525,0.516509493883005,0.6959891915655239,1.212498685448529
2,모현도서관,경기도 용인시 처인구 모현읍 백옥대로 2378,37.33570489,127.2496431,공공기관,모현읍,4585.774,0,0.29804315859426667,0.502276011532633,0.3098616540751856,0.8979346352125557,1.2077962892877414
104,구갈119안전센터 주변,경기도 용인시 기흥구 신구로64번길 5,37.27784711,127.1101044,주차장,구갈동,12396.726,0,0.8057002750828255,0.8714110762063839,0.5375866480838388,0.6659122903867136,1.2034989384705526
256,리베로 lll,경기도 용인시 기흥구 보정로 117 (보정동),37.31975679,127.1142666,직장,보정동,9380.683828094854,2,0.6096786797385888,0.6026823670202771,0.3718038505502429,0.8131680973685957,1.1849719479188385
183,역북동행정,처인구 명지로 16,37.23455978,127.1881482,주차장,역삼동,8932.812791585442,1,0.5805702024424653,0.6279199853465844,0.38737331829297966,0.780984141783772,1.1683574600767517
131,역삼동,경기도 용인시 처인구 명지로 16,37.23455978,127.1881482,주차장,역삼동,8932.812791585442,1,0.5805702024424653,0.6279199853465844,0.38737331829297966,0.780984141783772,1.1683574600767517
31,역삼동,용인시 처인구 명지로26번길 10,37.233805,127.187231,공공기관,역삼동,5659.241,3,0.36781098738973533,0.619851959076472,0.3823960310887774,0.780984141783772,1.1633801728725492
212,중소기업은행,경기도 용인시 수지구 신수로 799,37.34128398,127.1020542,직장,동천동,11698.89,0,0.7603458276938375,0.7516205477039083,0.46368606264465906,0.6959891915655239,1.159675254210183
39,모현면,경기도 용인시 처인구 모현읍 독점로 31-6 (갈담리),37.3295337,127.2423619,공공기관,모현읍,3833.222,0,0.24913255482564822,0.4198496169848629,0.25901156693665917,0.8979346352125557,1.1569462021492147
378,둔전제일초등학교,경기도 용인시 처인구 포곡읍 포곡로141번길 28,37.27402249,127.2191252,학교,포곡읍,4757.318,0,0.3091923158789246,0.23708968156125734,0.14626420375633883,1.0,1.1462642037563389
144,죽전1동,경기도 용인시 수지구 대지로15번길 50,37.33105012,127.1139969,주차장,죽전1동,8647.875628824948,1,0.5620512845912964,0.6078907131296849,0.3750169578924244,0.7701800128480061,1.1451969707404306
461,용인신릉초등학교,경기도 용인시 기흥구 새천년로 53,37.29026142,127.1147273,학교,신갈동,12694.009,0,0.8250215857964323,0.6326292569775102,0.3902785390551565,0.748459564052196,1.1387381031073525
103,기흥구청 인근 도로,,37.27800189,127.1159379,주차장,구갈동,10889.02,0,0.7077099557885194,0.7654289234942224,0.47220465812649903,0.6659122903867136,1.1381169485132125
440,갈곡초등학교,경기도 용인시 기흥구 강남동로 61,37.2712833,127.1332521,학교,구갈동,15137.868,0,0.9838552866109569,0.7544234595283198,0.46541522126302287,0.6659122903867136,1.1313275116497366
190,수지노외,수지구 수지로 296번길 일원,37.32295498,127.0927459,주차장,풍덕천2동,15386.275,0,1.0,1.0815573770491804,0.6672290735268461,0.46290549620522065,1.1301345697320668
406,용인신릉중학교,경기도 용인시 기흥구 새천년로 57,37.29025948,127.1160249,학교,신갈동,12208.174,0,0.793445717043274,0.6084167772901499,0.3753414948146914,0.748459564052196,1.1238010588668874
477,성서중학교,경기도 용인시 수지구 성복1로 137,37.31519522,127.0643278,학교,성복동,11537.628,0,0.7498649283208575,0.574998885609969,0.35472549294725314,0.7684512382071154,1.1231767311543686
76,ak&기흥,경기도 용인시 기흥구 기흥역로 63,37.27484277,127.1187785,대규모점포,구갈동,9118.883,0,0.5926634614290983,0.7216406327482996,0.44519100051968885,0.6659122903867136,1.1111032909064025
79,국도 42호선 주변,,37.23395865,127.1971687,주차장,중앙동,10412.356,0,0.6767301377363917,0.7319224727403024,0.45153402282954763,0.6566810534337386,1.1082150762632863
397,왕산초등학교,경기도 용인시 처인구 모현읍 백옥대로2366번길 7-8,37.33532653,127.2506285,학교,모현읍,6760.652,0,0.4393949802665038,0.33692951150763467,0.2078569020724912,0.8979346352125557,1.1057915372850469
100,구갈2리 소공원 주변,,37.2774728,127.1167385,주차장,구갈동,9881.013,0,0.6421965680452222,0.6945724356849761,0.42849222111893387,0.6659122903867136,1.0944045115056475
94,전대리,,37.28836619,127.215436,주차장,포곡읍,2139.107,0,0.13902695746696325,0.15036563145709675,0.09276282802593815,1.0,1.092762828025938
324,손곡초등학교,경기도 용인시 수지구 손곡로 68,37.33686539,127.0950036,학교,동천동,12709.314,0,0.826016303491261,0.6333920097672743,0.3907490927659849,0.6959891915655239,1.0867382843315088
146,상현1동,경기도 용인시 수지구 상현로 71,37.30462736,127.0811467,주차장,상현1동,12270.938747666862,1,0.7975249855905255,0.8625690315464742,0.5321318572500777,0.554183572630524,1.0863154298806017
454,산양초등학교,경기도 용인시 기흥구 산양로 2,37.28379756,127.108588,학교,신갈동,10807.802,0,0.702431355217556,0.5386266662344456,0.3322869217248387,0.748459564052196,1.0807464857770348
149,구갈로 노상,경기도 용인시 기흥구 구갈로72번길,37.28075311,127.1136113,주차장,구갈동,9500.072,0,0.6174380738677816,0.667794703662736,0.41197263398700035,0.6659122903867136,1.077884924373714
25,신갈동,경기도 용인시 기흥구 신갈로58번길 11 (신갈동),37.2726044,127.1067683,공공기관,신갈동,4791.344,0,0.31140376731860053,0.5247919226287235,0.3237520595396145,0.748459564052196,1.0722116235918104
530,롯데시네마 수지,경기도 용인시 수지구 성복2로 38 롯데몰 수지점,37.31279759,127.0816669,영화관,성복동,17871.256,0,1.0,0.4864754098360656,0.30011402435633433,0.7684512382071154,1.0685652625634496
101,구갈공원 주변,경기도 용인시 기흥구 관곡로85번길 3-6,37.28142088,127.1143158,주차장,구갈동,9277.909,0,0.6029990364789398,0.6521780562573453,0.402338488447424,0.6659122903867136,1.0682507788341375
125,모현읍,경기도 용인시 처인구 모현읍 독점로 31-6,37.32953302,127.2423619,주차장,모현읍,3833.222,0,0.24913255482564822,0.26945115253478924,0.16622848374169347,0.8979346352125557,1.064163118954249
209,전형도,경기도 용인시 기흥구 관곡로 96,37.27995956,127.1132156,직장,구갈동,10024.17,0,0.651500769354506,0.644024531017651,0.3973084556381599,0.6659122903867136,1.0632207460248735
197,풍덕천2공영,수지구 풍덕천동 1237,37.32731868,127.0990847,주차장,풍덕천1동,12905.743,0,0.8387828113042306,0.9071917373081413,0.5596602780767652,0.5022178073125627,1.061878085389328
435,용인신촌중학교,경기도 용인시 기흥구 보정로 71,37.31614242,127.1132682,학교,보정동,7972.059,0,0.5181279419482624,0.39730220466606514,0.24510172789238704,0.8131680973685957,1.0582698252609828
399,신갈초등학교,경기도 용인시 기흥구 신갈로 76,37.27380452,127.1067493,학교,신갈동,10041.962,0,0.6526571246126824,0.5004596230124299,0.3087410965761406,0.748459564052196,1.0572006606283366
166,기흥구청,경기도 용인시 기흥구 관곡로 95,37.28044712,127.114689,주차장,구갈동,9010.635,0,0.5856281003686727,0.6333903921610359,0.3907480948402764,0.6659122903867136,1.05666038522699
199,구 갈 로,기흥구 구갈로 72번길,37.28076782,127.1135545,주차장,구갈동,9009.528,0,0.5855561531299812,0.6333125770942707,0.3907000895508614,0.6659122903867136,1.056612379937575
444,포곡고등학교,경기도 용인시 처인구 포곡읍 포곡로210번길 26,37.27259121,127.2276557,학교,포곡읍,1821.193,0,0.11836477639974588,0.09076249862455923,0.0559927555886779,1.0,1.055992755588678
111,신갈학교 주변,,37.28021223,127.1095805,주차장,신갈동,7056.739,0,0.4586385593654085,0.496043917280866,0.30601698104906894,0.748459564052196,1.054476545101265
428,용인둔전초등학교,경기도 용인시 처인구 포곡읍 포곡로118번길 61,37.26873077,127.2252393,학교,포곡읍,1755.97,0,0.11412573868593927,0.08751199060712803,0.05398746812174808,1.0,1.053987468121748
13,기흥도서관,경기도 용인시 기흥구 기흥로116번길 10,37.28617851,127.1135998,공공기관,신갈동,4517.800684416312,1,0.2936253696503093,0.4948309508205212,0.3052686837282526,0.748459564052196,1.0537282477804486
152,수지로 노상,경기도 용인시 수지구 수지로342번길,37.32607468,127.0965956,주차장,풍덕천1동,12683.475450412812,1,0.8243369789252313,0.8915677407310186,0.5500215987222014,0.5022178073125627,1.0522394060347642
404,용인고등학교,경기도 용인시 처인구 금학로253번길 20-21,37.24057072,127.1930495,학교,역삼동,8736.777,0,0.5678292504196111,0.4354133309570051,0.2686130570421601,0.780984141783772,1.049597198825932
145,동천동,경기도 용인시 수지구 신수로783번길 40,37.34186011,127.099239,주차장,동천동,8153.332924237669,1,0.5299094760907153,0.5731275030341794,0.3535710087851044,0.6959891915655239,1.0495602003506281
403,포곡초등학교,경기도 용인시 처인구 포곡읍 부곡로 24,37.28217962,127.2202404,학교,포곡읍,1447.406,0,0.09407124206476226,0.07213413684556155,0.04450063798597179,1.0,1.0445006379859718
346,신갈중학교,경기도 용인시 기흥구 용구대로2152번길 23,37.28067138,127.1086862,학교,신갈동,9524.663,0,0.6190363164573622,0.4746790770867724,0.2928366886011113,0.748459564052196,1.0412962526533074
192,기흥역 환승,기흥구 구갈동 234-3,37.27454192,127.1178677,주차장,구갈동,8587.118,0,0.558102464696621,0.6036198378419602,0.37238219045257576,0.6659122903867136,1.0382944808392893
400,포곡중학교,경기도 용인시 처인구 포곡읍 석성로 1176,37.2797216,127.2213922,학교,포곡읍,1242.284,0,0.08073975019944725,0.06191150517342861,0.03819414218247333,1.0,1.0381941421824734
389,영문중학교,경기도 용인시 처인구 포곡읍 영문로 70,37.2719248,127.2084928,학교,포곡읍,1182.286,0,0.07684030085254555,0.05892139462914456,0.03634949784779299,1.0,1.036349497847793
12,죽전도서관,경기도 용인시 수지구 대지로 89,37.33043385,127.1186264,공공기관,죽전1동,3918.2851740508886,2,0.2546610647509478,0.42916651567864644,0.2647593023925045,0.7701800128480061,1.0349393152405106
193,보정제2공영,기흥구 보정동 1090,37.32144864,127.1079251,주차장,보정동,5112.916,0,0.3323036927391458,0.3594055103027073,0.22172268503589,0.8131680973685957,1.0348907824044857
43,상현2동,경기도 용인시 수지구 만현로 82-4 (상현동),37.3094198,127.0859427,공공기관,상현2동,14799.424,0,0.961858799482006,1.6209685997827905,1.0,0.033661668769741596,1.0336616687697415
150,누리에뜰 노상,,37.32186049,127.1104986,주차장,보정동,5068.221142664732,4,0.3293988403733023,0.3562637457971905,0.21978448308309598,0.8131680973685957,1.0329525804516917
313,에버랜드,경기도 용인시 처인구 포곡읍 에버랜드로 199,37.28996008,127.2165862,관광지,포곡읍,1022.194,0,0.06643544327655654,0.05233152540063183,0.032284108037406924,1.0,1.032284108037407
319,캐리비안베이,경기도 용인시 처인구 포곡읍 에버랜드로 199,37.28996008,127.2165862,관광지,포곡읍,1022.194,0,0.06643544327655654,0.05233152540063183,0.032284108037406924,1.0,1.032284108037407
48,포곡읍,경기도 용인시 처인구 포곡읍 포곡로 258 (삼계리),37.2778194,127.2308211,공공기관,포곡읍,446.93453421636593,4,0.029047611213004185,0.04895236774912836,0.0301994546690713,1.0,1.0301994546690714
395,현암중학교,경기도 용인시 수지구 대지로 128,37.32955546,127.1218001,학교,죽전1동,8438.073,0,0.5484155846688039,0.420526868407923,0.25942937356360485,0.7701800128480061,1.029609386411611
1,포곡도서관,경기도 용인시 처인구 포곡읍 포곡로278번길 8,37.27891565,127.2325645,공공기관,포곡읍,419.1902971787395,4,0.027244430323696903,0.04591356454550888,0.02832477109776296,1.0,1.028324771097763
205,현 암 로,수지구 죽전동 1398,37.33175105,127.1227101,주차장,죽전1동,5819.074,0,0.3781990117816041,0.4090439311851038,0.25234537623980846,0.7701800128480061,1.0225253890878145
207,기흥구청,경기도 용인시 기흥구 관곡로 95,37.28012941,127.1146592,직장,구갈동,8989.655,0,0.5842645474619427,0.5775598723271335,0.3563054043147575,0.6659122903867136,1.0222176947014712
30,양지면,경기도 용인시 처인구 양지면 양지로105번길 5 (양지리),37.2354873,127.2798397,공공기관,양지면,4586.92,0,0.29811764055952467,0.50240153195933,0.3099390895213218,0.7112549953634724,1.0211940848847942
124,포곡읍,경기도 용인시 처인구 포곡읍 포곡로 258,37.27781781,127.2308231,주차장,포곡읍,446.93453421636593,4,0.029047611213004185,0.03141665819308117,0.01938141071782081,1.0,1.0193814107178207
153,풍덕천공영,경기도 용인시 수지구 풍덕천로171번길 9-2,37.32708332,127.0997294,주차장,풍덕천1동,11899.052,0,0.7733549543343012,0.8364277559377955,0.5160049096878722,0.5022178073125627,1.0182227170004348
380,기흥고등학교,경기도 용인시 기흥구 관곡로 20,37.28229211,127.108853,학교,신갈동,8716.808,0,0.5665314054246399,0.4344181391596316,0.2679991081985447,0.748459564052196,1.0164586722507407
52,용인시민체육센터,경기도 용인시 처인구 포곡읍 금어로 317,37.27638286,127.2457929,공공기관,포곡읍,220.118,0,0.01430612672657937,0.02410934143430097,0.014873416695136239,1.0,1.0148734166951363
431,역북초등학교,경기도 용인시 처인구 명지로 15-30,37.23457297,127.1924469,학교,중앙동,11617.216,0,0.7550375903199443,0.5789652997904163,0.35717243373375496,0.6566810534337386,1.0138534871674936
191,풍덕천공영(통합관제센터),수지구 풍덕천로 189번길 13,37.32751287,127.0999149,주차장,풍덕천1동,11778.41,0,0.7655140701696805,0.8279473898269619,0.510773243811081,0.5022178073125627,1.0129910511236437
503,능원초등학교,경기도 용인시 처인구 모현읍 충렬로8번길 29,37.34319393,127.1738263,학교,모현읍,3613.866,0,0.2348759527565964,0.18010365065884912,0.11110866100859879,0.8979346352125557,1.0090432962211544
118,전대에버랜드역,경기도 용인시 처인구 포곡읍 에버랜드로 143,37.2855461,127.2196457,주차장,포곡읍,137.02724004476525,6,0.008905809888668003,0.009632144383686418,0.005942215281022177,1.0,1.0059422152810222
20,수지구청,경기도 용인시 수지구 포은대로 435 (풍덕천동),37.3222236,127.0974471,공공기관,풍덕천1동,7437.963680801376,2,0.48341549080601875,0.8146739746698152,0.502584673619823,0.5022178073125627,1.0048024809323857
62,롯데쇼핑㈜롯데마트 수지점,경기도 용인시 기흥구 진산로 116,37.32077994,127.0994418,대규모점포,보정동,3917.3394743099557,2,0.2545996008982002,0.3100063173231774,0.1912475771367306,0.8131680973685957,1.0044156745053263
97,도사마을 진입로,,37.29504352,127.2345612,주차장,포곡읍,99.366,0,0.0064580933331816835,0.0069847984861747805,0.004309027631448716,1.0,1.0043090276314488
217,대웅경영개발원,경기도 용인시 처인구 포곡읍 두계로 72,37.28243053,127.2405045,직장,포곡읍,107.803,0,0.007006439180373417,0.006926037419287165,0.004272777042205045,1.0,1.004272777042205
498,용인삼계고등학교,경기도 용인시 처인구 포곡읍 백옥대로1898번길 34-42,37.29465951,127.2406099,학교,포곡읍,104.332,0,0.00678084851596634,0.005199576874333206,0.0032076974686801136,1.0,1.00320769746868
371,이현초등학교,경기도 용인시 기흥구 이현로 83,37.31029508,127.0931044,학교,보정동,6088.631,0,0.3957183268854873,0.303438110492929,0.18719555118685807,0.8131680973685957,1.000363648555454
304,삼성화재교통박물관,경기도 용인시 처인구 포곡읍 애버랜드로 376번길 171,37.30037208,127.2169533,관광지,포곡읍,6.342747827243332,7,0.00041223413901307057,0.0003247188586816072,0.00020032396600718822,1.0,1.000200323966007
279,가실벚꽃 (용인8경 중 제7경),,37.29378976,127.1949573,관광지,포곡읍,0.0,0,0.0,0.0,0.0,1.0,1.0
41,풍덕천2동,경기도 용인시 수지구 풍덕천로 51 (풍덕천동),37.3194624,127.0887791,공공기관,풍덕천2동,7929.37452896636,1,0.5153537505969678,0.8684977960880046,0.5357894015987621,0.46290549620522065,0.9986948978039827
339,용인심곡초등학교,경기도 용인시 수지구 심곡로 59,37.30901803,127.0789331,학교,상현1동,14384.631,0,0.9349001626449547,0.7168845099625861,0.4422568765728395,0.554183572630524,0.9964404492033635
36,죽전2동,경기도 용인시 수지구 포은대로 523 (죽전동),37.3259098,127.1067309,공공기관,죽전2동,10119.83939697622,2,0.6577186094084644,1.108417590937543,0.6837995449671701,0.3107770339797813,0.9945765789469514
334,대지고등학교,경기도 용인시 수지구 동백죽전대로 1066,37.32477894,127.1225516,학교,죽전1동,7268.465,0,0.4723992649292958,0.362237305197833,0.22346966205660782,0.7701800128480061,0.9936496749046139
249,용인지방공사,,37.23521629,127.2015679,직장,중앙동,8447.021,0,0.5489971419333141,0.5426971747308006,0.33479807986627375,0.6566810534337386,0.9914791333000124
401,현암고등학교,경기도 용인시 수지구 디지털벨리로 17,37.32880026,127.1313577,학교,죽전1동,7166.294,0,0.465758866262302,0.35714542572818325,0.22032840474272028,0.7701800128480061,0.9905084175907264
204,수 지 로,수지구 수지로 342번길,37.32632841,127.0963898,주차장,풍덕천1동,11195.95188539342,1,0.7276583764032178,0.7870042849705295,0.4855148243315682,0.5022178073125627,0.9877326316441308
184,금학공영,처인구 용문로 140,37.23613047,127.201254,주차장,중앙동,7571.177,0,0.49207342257953923,0.5322056402407394,0.3283256938549302,0.6566810534337386,0.9850067472886688
155,금학공영,경기도 용인시 처인구 용문로 140,37.23613047,127.201254,주차장,중앙동,7571.177,0,0.49207342257953923,0.5322056402407394,0.3283256938549302,0.6566810534337386,0.9850067472886688
141,풍덕천1동,경기도 용인시 수지구 수지로342번길 3,37.32795741,127.0950287,주차장,풍덕천1동,11057.638263459425,1,0.718668960710726,0.7772817161129533,0.4795168248275191,0.5022178073125627,0.9817346321400818
443,보정고등학교,경기도 용인시 기흥구 보정로 22,37.31390108,127.1096482,학교,보정동,5366.616,0,0.34879241401833777,0.2674551666509467,0.16499712991774526,0.8131680973685957,0.978165227286341
522,롯데시네마 용인역북,경기도 용인시 처인구 중부대로 1294 더와이스퀘어,37.23547391,127.1883042,영화관,역삼동,9859.955646728056,1,0.6408279877181486,0.31174705795960755,0.1923214663142652,0.780984141783772,0.9733056080980371
365,현암초등학교,경기도 용인시 수지구 대지로 146,37.32881299,127.1247627,학교,죽전1동,6593.773,0,0.42854901527497724,0.32861278999159116,0.20272619101667066,0.7701800128480061,0.9729062038646767
481,성서초등학교,경기도 용인시 수지구 성복2로 210,37.32044362,127.0650423,학교,성복동,6645.023,0,0.43187990595514514,0.331166927886097,0.20430187724208432,0.7684512382071154,0.9727531154491997
117,역북어린이공원,,37.23438457,127.190069,주차장,역삼동,4313.223378910545,1,0.28032927910820166,0.3031921998223542,0.18704384518181405,0.780984141783772,0.968027986965586
479,서천고등학교,경기도 용인시 기흥구 서천서로 126,37.23410552,127.069476,학교,서농동,6787.374,0,0.44113172291539055,0.3382612514650392,0.20867847255669614,0.7588245151758195,0.9675029877325156
360,대지초등학교,경기도 용인시 수지구 대지로51번길 6,37.33017106,127.1160431,학교,죽전1동,6397.233940267661,1,0.41577535435104734,0.3188179049142662,0.1966835785449439,0.7701800128480061,0.96686359139295
501,함박초등학교,경기도 용인시 처인구 명지로40번길 46,37.23373509,127.1841126,학교,역삼동,6044.155,0,0.39282769871200146,0.30122156733203065,0.18582813224907274,0.780984141783772,0.9668122740328446
480,독정초등학교,경기도 용인시 기흥구 보정로 100,37.31886937,127.1162756,학교,보정동,4937.6106875135465,1,0.3209100765138766,0.24607489883502587,0.1518073199369808,0.8131680973685957,0.9649754173055766
336,서원초등학교,경기도 용인시 수지구 상현로 45,37.30375053,127.0785606,학교,상현1동,13351.974,0,0.867784697725733,0.6654201514118223,0.4105077368562158,0.554183572630524,0.9646913094867398
178,기흥구보건소,기흥구 신갈로 58번길 11,37.27260603,127.1067678,주차장,신갈동,4791.344,0,0.31140376731860053,0.3368010417843389,0.20777764716075942,0.748459564052196,0.9562372112129555
173,신갈동(기흥구보건소),경기도 용인시 기흥구 신갈로58번길 11,37.27260603,127.1067678,주차장,신갈동,4791.344,0,0.31140376731860053,0.3368010417843389,0.20777764716075942,0.748459564052196,0.9562372112129555
421,서룡초등학교,경기도 용인시 처인구 중부대로1281번길 11,37.23811035,127.1870731,학교,역삼동,5667.214,0,0.3683291764900862,0.2824360201692423,0.17423904461017237,0.780984141783772,0.9552231863939443
200,기 흥,기흥구 신갈로 58번길～신구로 12번길,37.2723927,127.1076184,주차장,신갈동,4688.669502556135,1,0.30473064484783585,0.3295836769481307,0.2033251458370599,0.748459564052196,0.951784709889256
373,용인중학교,경기도 용인시 처인구 금학로341번길 8,37.23861861,127.2005664,학교,중앙동,9567.644,0,0.6218297801124705,0.47682111417640666,0.29415814361876014,0.6566810534337386,0.9508391970524988
4,양지해밀도서관,경기도 용인시 처인구 양지면 교동로18번길 8,37.23758345,127.2854997,공공기관,양지면,3538.142,0,0.22995442366654698,0.3875297500478857,0.23907295310952636,0.7112549953634724,0.9503279484729987
261,인디에프용인물류센타,경기도 용인시 기흥구 용구대로2469번길 15 (보정동),37.30825899,127.1051354,직장,보정동,3295.714,0,0.21419830335802525,0.21174029004080203,0.1306257814427591,0.8131680973685957,0.9437938788113549
16,구갈희망누리도서관,경기도 용인시 기흥구 갈곡로12번길 1,37.27274411,127.1295592,공공기관,구갈동,4106.140086972252,1,0.2668703170177481,0.4497421080233525,0.277452695927372,0.6659122903867136,0.9433649863140856
257,삼성휴먼센터체육관(삼성트레이닝센터),경기도 용인시 기흥구 보정로 5 (보정동),37.31606627,127.1103014,직장,보정동,3216.896,0,0.20907568596037704,0.20667645677722518,0.12750182625679474,0.8131680973685957,0.9406699236253905
258,삼성생명보험(주)트레이닝센타,경기도 용인시 기흥구 보정로 5 (보정동),37.31606627,127.1103014,직장,보정동,3216.896,0,0.20907568596037704,0.20667645677722518,0.12750182625679474,0.8131680973685957,0.9406699236253905
194,신갈IC공영,기흥구 신갈동 605-9,37.27009438,127.1029966,주차장,신갈동,4362.5,0,0.28353191399477784,0.30665603320992574,0.18918073629002904,0.748459564052196,0.9376403003422251
502,용인대일초등학교,경기도 용인시 수지구 푸른솔로 98,37.32801071,127.1189891,학교,죽전1동,5395.865,0,0.35069339395012766,0.2689128442953643,0.1658963932622745,0.7701800128480061,0.9360764061102806
433,풍천초등학교,경기도 용인시 수지구 진산로66번길 20,37.31616174,127.0955107,학교,풍덕천2동,15825.809,0,1.0,0.7668032786885246,0.47305251859368286,0.46290549620522065,0.9359580147989035
9,청덕도서관,경기도 용인시 기흥구 구성1로 44,37.2927978,127.14743,공공기관,구성동,6219.2,0,0.4042043964507329,0.6811838025432023,0.4202325712135823,0.5146254709459965,0.9348580421595789
186,보정제1공영,기흥구 보정동 1180,37.32279718,127.1103185,주차장,보정동,2711.958250383991,4,0.1762582724138228,0.1906334347951141,0.11760464380411746,0.8131680973685957,0.9307727411727132
3,보라도서관,경기도 용인시 기흥구 한보라2로 116,37.24841567,127.1090237,공공기관,보라동,7103.242,0,0.4616609283273567,0.7780121874106929,0.4799674635985832,0.4504807234832395,0.9304481870818226
335,모현초등학교,경기도 용인시 처인구 모현읍 문현로 179,37.34347639,127.2284867,학교,모현읍,1023.363,0,0.06651142008055883,0.05100117498800228,0.031463394784350805,0.8979346352125557,0.9293980299969065
157,보정공영,,37.32340738,127.1105839,주차장,보정동,2650.513285460034,6,0.17226478049170665,0.18631424414656308,0.11494006988878697,0.8131680973685957,0.9281081672573828
286,문수산,,37.33809219,127.1870876,관광지,모현읍,857.959,0,0.055761319747632224,0.04392346580120866,0.027097049139073015,0.8979346352125557,0.9250316843516286
427,용인대덕초등학교,경기도 용인시 수지구 죽전로293번길 1,37.33588361,127.1278322,학교,죽전1동,5014.282,0,0.32589317427382525,0.24989595453537994,0.15416458688272305,0.7701800128480061,0.9243445997307291
465,수지초등학교,경기도 용인시 수지구 정평로13번길 30,37.3167412,127.085295,학교,풍덕천2동,14972.455,0,0.9731046013411304,0.7461797988152684,0.46032958251952344,0.46290549620522065,0.9232350787247441
394,구갈중학교,경기도 용인시 기흥구 산양로 12,37.28484009,127.1087237,학교,신갈동,5671.015,0,0.3685762148408241,0.2826254499865499,0.17435590672417817,0.748459564052196,0.9228154707763743
18,처인구청,경기도 용인시 처인구 금령로 50 (김량장동),37.2343781,127.2013393,공공기관,중앙동,3925.8673333333336,8,0.25515385194488815,0.42999698327761476,0.26527163039138096,0.6566810534337386,0.9219526838251195
72,롯데마트신갈점,경기도 용인시 기흥구 중부대로 375,37.27199089,127.1078594,대규모점포,신갈동,3543.3962262327505,1,0.2302959115336721,0.280413587363336,0.17299137528074965,0.748459564052196,0.9214509393329458
300,호박등불마을,경기도 용인시 처인구 모현면 능곡로56번길 7,37.33641035,127.1784021,관광지,모현읍,705.495,0,0.04585222869082998,0.036118026042530824,0.022281755517886425,0.8979346352125557,0.9202163907304421
390,용인대덕중학교,경기도 용인시 수지구 죽전로293번길 12,37.33674758,127.1276076,학교,죽전1동,4864.634,0,0.3161671034737128,0.24243797155709698,0.1495636445947094,0.7701800128480061,0.9197436574427155
267,죽전쉐덴오피스텔,경기도 용인시 기흥구 진산로 222 (보정동),37.32312224,127.1092171,직장,보정동,2597.1594424855784,6,0.16879715476849197,0.16686013823836174,0.10293853826700959,0.8131680973685957,0.9161066356356053
147,성복동,,37.31663683,127.0687703,주차장,성복동,3343.659773750987,1,0.21731444249832965,0.23503803842339835,0.14499851413216358,0.7684512382071154,0.9134497523392789
348,용인한국외국어대학교부설고등학교,경기도 용인시 처인구 모현읍 외대로54번길 50,37.33045822,127.2567039,학교,모현읍,504.034,0,0.03275867615780948,0.02511946028330391,0.015496574262246605,0.8979346352125557,0.9134312094748023
